ID,var_rpta_alt,Prob_uno
343328#197562#890699,0,0.3109
430385#213680#869080,0,0.3813
170760#991016#89326,1,0.5365
94430#238811#844195,0,0.2527
262963#714938#365404,1,0.5705
62661#302276#780838,0,0.3868
259450#702715#377627,1,0.6334
45227#781539#298803,0,0.4328
59801#946298#134044,0,0.2852
226316#610964#469378,0,0.1786
211002#474452#605890,0,0.3073
282704#798202#282140,1,0.517
142232#318009#765128,0,0.494
53741#705133#375209,0,0.4667
534498#314562#768581,0,0.4875
287789#13583#1002603,0,0.25
370958#948341#132001,1,0.6308
602427#354728#725139,1,0.8409
567790#818465#261877,0,0.3282
89290#101315#986459,1,0.7301
196583#265927#817074,1,0.5492
434084#260215#822766,0,0.1215
375783#1057637#22705,1,0.8432
252351#132218#955692,0,0.2495
288463#39647#1065447,0,0.2585
352049#70591#1034458,1,0.5079
570703#383559#696294,1,0.765
95367#88668#1016631,1,0.8382
28998#401742#678174,0,0.3552
180028#106238#981545,0,0.4366
154780#704761#375581,0,0.3639
76366#229748#853083,0,0.0413
253208#416357#663631,0,0.4899
225917#1068116#12226,0,0.4156
544385#156768#931334,0,0.3097
536655#107910#979884,0,0.4843
619391#803187#277155,1,0.5873
427458#728115#352227,1,0.605
562726#866176#214166,0,0.3826
498461#56578#1048371,0,0.2044
255718#1004230#76112,0,0.1626
261462#526436#553906,1,0.5436
159504#1074847#5495,0,0.2424
112645#165888#922230,1,0.6307
83409#477288#603054,0,0.3342
225702#966861#113481,0,0.4706
72161#756719#323623,0,0.1678
244404#480600#599742,0,0.0786
211690#788041#292301,0,0.4527
358830#969459#110883,1,0.7825
291761#998617#81725,1,0.5052
620159#1008455#71887,0,0.1046
485294#1071429#8913,0,0.4808
221429#148936#939156,0,0.2457
12148#26903#752783,0,0.1082
314380#8866#1079487,0,0.1333
372838#990327#90015,0,0.1589
595705#947484#132858,0,0.4712
116951#446702#633644,0,0.3973
24#91197#996548,1,0.5568
131277#870376#209966,0,0.2241
131815#263229#819762,0,0.347
177839#1069077#11265,0,0.4922
552489#973721#106621,0,0.2859
313451#796241#284101,1,0.5953
306551#22666#753320,0,0.2298
407851#8580#1073487,0,0.2747
464420#676735#403607,1,0.9091
433503#256716#826264,1,0.8033
628719#819889#260453,0,0.4995
117704#560372#519970,0,0.2864
235143#781448#298894,1,0.6653
569307#557460#522882,0,0.0853
343148#797548#282794,1,0.5228
141420#320527#762630,0,0.4685
221270#713960#366382,1,0.7642
359159#225632#857178,0,0.2861
546654#350462#730303,0,0.393
437360#313033#770104,1,0.568
593191#836919#243423,1,0.5159
469985#778009#302333,0,0.3749
624677#52146#1052803,0,0.3053
106376#235306#847575,0,0.4934
199993#1028950#51392,0,0.2601
9383#701267#379075,0,0.3432
628352#887042#193300,1,0.5407
211490#196339#891919,0,0.2565
292722#837971#242371,0,0.3396
33844#647792#432550,1,0.7101
36073#408334#671581,1,0.573
23934#755055#325287,0,0.0989
227592#796573#283769,1,0.6908
148334#698717#381625,1,0.6434
56494#1054643#25699,1,0.5295
284463#443083#637227,0,0.3846
546958#1042196#38146,1,0.5887
431662#815586#264756,0,0.4372
612886#405451#674473,0,0.3698
487060#669740#410602,0,0.2274
440207#229449#853389,1,0.7076
456793#398262#681642,0,0.1892
245180#416802#663193,1,0.6399
311155#20616#996917,0,0.0484
522403#37462#1067600,1,0.6172
262342#831176#249166,0,0.227
109721#621122#459220,0,0.3436
167642#991301#89041,0,0.0975
129724#870225#210117,0,0.245
221619#1074024#6318,0,0.267
426909#120963#966861,1,0.7882
530870#661608#418734,0,0.2344
607986#299047#784055,0,0.1873
532475#270334#812675,1,0.7076
483640#769825#310517,0,0.3066
297945#438407#641897,0,0.4018
45073#784841#295501,0,0.1885
168356#535917#544425,0,0.2824
210526#538721#541621,0,0.1005
28843#116930#974701,1,0.5404
251487#28251#753363,1,0.6573
30852#159638#928465,1,0.6271
149148#697422#382920,1,0.5581
168351#815429#264913,0,0.2582
306282#30203#1014324,0,0.1719
224748#1008684#71658,0,0.3834
319213#1000403#79939,1,0.6205
524875#56638#1048311,0,0.2333
361258#612467#467875,1,0.5519
391273#363578#716273,1,0.528
600023#683946#396396,0,0.1794
40525#470611#609731,0,0.3369
358541#978907#101435,1,0.5142
241108#676938#403404,0,0.4037
255712#1052308#28034,0,0.2298
155193#321787#761358,0,0.3832
196762#465266#615076,0,0.2664
408479#1079949#393,1,0.6045
382901#715749#364593,1,0.6483
623313#318883#764253,1,0.7193
551728#796252#284090,0,0.2759
620908#836560#243782,0,0.4294
419588#115140#972681,1,0.8512
207539#492328#588014,0,0.485
455161#910637#169705,0,0.1913
167477#430513#649499,0,0.4607
112549#955864#124478,1,0.5077
36831#185515#902631,0,0.2273
124224#1066685#13657,0,0.3516
92460#622896#457446,0,0.3885
248692#988791#91551,0,0.2342
265649#100655#987124,1,0.6774
32776#599520#480822,0,0.4124
409185#894116#186226,0,0.2537
59115#518724#561618,0,0.2271
6769#760745#319597,0,0.0833
499622#9893#1010779,0,0.4976
445395#915256#165086,1,0.5119
218765#342665#737995,0,0.3123
102817#1036474#43868,1,0.5709
186059#277092#805938,1,0.6242
164633#759509#320833,1,0.5837
162669#812387#267955,0,0.4802
485333#573868#506474,1,0.6406
596660#166106#922014,1,0.5734
457611#780571#299771,1,0.5636
468556#362473#717384,1,0.6172
458689#675068#405274,1,0.6806
582468#370999#708847,0,0.4925
244091#851887#228455,1,0.6107
71093#523965#556377,0,0.0582
58552#701914#378428,0,0.4151
243289#758220#322122,0,0.3149
628501#140637#947471,0,0.3262
583376#391854#688050,1,0.8003
588870#72914#1032144,0,0.4262
288029#167818#920313,1,0.5552
174144#824794#255548,0,0.468
465147#467260#613082,1,0.6343
545254#52778#1052175,0,0.2925
156607#815772#264570,0,0.2579
52034#799989#280353,0,0.4096
321870#73370#1031683,0,0.2867
385425#1017608#62734,0,0.1557
553740#978140#102202,1,0.5785
311753#24696#998385,0,0.265
302105#618046#462296,0,0.2711
632671#264131#818857,0,0.4572
483750#878829#201513,0,0.2541
282871#662162#418180,0,0.2191
181739#149046#939046,1,0.6786
393226#571780#508562,0,0.3138
23335#849209#231133,0,0.3971
120725#880663#199679,0,0.392
223714#195358#892898,1,0.647
207669#539768#540574,0,0.1233
36089#948634#131708,1,0.7726
203473#475410#604932,0,0.2662
59957#1030634#49708,0,0.2829
26455#1063358#16984,0,0.1584
414461#381725#698128,1,0.697
485407#856210#224132,0,0.3352
550663#248186#834814,0,0.365
441042#814368#265974,0,0.4747
117128#540857#539485,1,0.7485
73569#1048081#32261,1,0.5709
372800#262364#820619,1,0.828
188306#515924#564418,0,0.1824
225615#556804#523538,1,0.5326
113745#1067897#12445,0,0.3613
178547#715154#365188,1,0.534
114758#31215#752100,0,0.4551
165106#1076898#3444,1,0.5315
378767#365195#714662,1,0.7703
308454#29698#1009082,0,0.0714
368610#983899#96443,1,0.5494
417135#575510#504832,0,0.3771
584979#1005201#75141,1,0.531
441101#830211#250131,0,0.1658
474282#744810#335532,1,0.7523
560611#652586#427756,1,0.5699
236131#90925#1014422,1,0.5877
308490#30780#1014155,0,0.0339
135160#130770#957081,1,0.7382
181354#307941#775177,0,0.4207
219778#799498#280844,0,0.2209
455818#313831#769307,1,0.5238
613807#569340#511002,0,0.4691
442475#805532#274810,1,0.7237
579089#211791#870964,1,0.839
200091#1024025#56317,0,0.4889
152034#547512#532830,0,0.3169
185523#175417#912683,0,0.4808
83409#104187#983587,1,0.7822
69944#644057#436285,1,0.8089
42867#294513#788579,0,0.3914
489187#1011402#68940,0,0.4339
452943#365451#714404,1,0.7856
531285#5813#1077473,1,0.6491
111346#132498#955423,0,0.253
443849#702113#378229,1,0.6922
630761#625532#454810,1,0.9721
250622#105275#982501,1,0.5745
229509#597105#483237,0,0.3595
359584#982005#98337,0,0.2918
526038#441345#638970,1,0.5406
440792#551892#528450,0,0.3249
470863#582519#497823,0,0.4813
621645#991058#89284,0,0.2278
310484#30210#1002088,0,0.0737
166330#447892#632462,1,0.6015
23759#95708#992066,0,0.1957
213783#729588#350754,1,0.5259
240221#36480#1068575,1,0.7484
65053#89343#1015963,1,0.5711
261562#615537#464805,0,0.3703
561507#175778#912321,0,0.2872
76359#598935#481407,0,0.268
358722#965917#114425,1,0.6264
471654#706189#374153,0,0.3937
50457#91737#996026,0,0.3559
474083#668203#412139,0,0.4966
603768#683448#396894,1,0.7918
502816#384351#695506,0,0.4222
589561#329946#750754,1,0.6264
259814#660617#419725,1,0.5764
74235#228283#854545,1,0.6214
140142#606336#474006,0,0.3055
100936#856964#223378,1,0.5513
61635#207289#875396,0,0.4258
32393#409455#670465,1,0.6381
103500#810713#269629,1,0.5783
463978#867440#212902,0,0.0686
400931#323732#759401,1,0.6142
24428#451164#629194,0,0.0659
121441#868708#211634,0,0.1222
313599#979097#101245,1,0.6546
432997#260523#822458,1,0.7736
583584#1009752#70590,1,0.5049
577309#440883#639431,0,0.4442
496392#991739#88603,0,0.2803
340116#129779#958069,1,0.7202
32858#1002862#77480,1,0.5927
417981#343712#736965,0,0.3768
41622#617757#462585,0,0.0721
539213#326125#757011,0,0.4787
633392#730164#350178,0,0.4917
513745#466094#614248,0,0.1283
253953#609896#470446,1,0.5687
86079#754392#325950,0,0.323
199026#1042472#37870,0,0.4364
68109#765612#314730,1,0.5825
246512#725428#354914,1,0.5851
137619#1055570#24772,1,0.8491
228615#1013418#66924,0,0.0562
123606#133413#954562,0,0.1691
130626#113594#974221,1,0.5137
570789#16023#996880,1,0.5143
582689#876472#203870,0,0.3383
345099#73415#1031637,1,0.5431
633383#204662#880591,0,0.4038
363000#962956#117386,1,0.5452
544717#68673#1036369,0,0.3868
84882#206304#878977,0,0.4827
65756#589883#490459,0,0.0735
21552#35795#1069258,1,0.6091
198542#767591#312751,0,0.3126
502241#632491#447851,1,0.9096
394375#847262#233080,1,0.5444
296479#486951#593391,0,0.1478
249604#97540#990224,1,0.5127
364081#750389#329953,0,0.306
433367#958368#121974,0,0.426
420100#1020194#60148,0,0.3315
103337#701788#378554,1,0.5435
142434#132168#955740,0,0.1164
7888#637094#443248,0,0.4863
64856#666850#413492,1,0.7219
287255#851077#229265,0,0.3667
499969#599410#480932,0,0.1106
546116#776087#304255,0,0.3575
471274#559495#520847,0,0.2703
5176#976760#103582,0,0.4218
18767#780847#299495,1,0.539
333863#454122#626222,1,0.5306
97084#443021#637286,1,0.6173
471054#947314#133028,1,0.6652
488545#711482#368860,1,0.893
237766#797203#283139,1,0.6796
252441#506965#573377,0,0.106
492152#316218#766922,1,0.6811
563980#1030638#49704,0,0.1799
375130#826680#253662,1,0.6251
287778#619554#460788,0,0.3837
19128#205908#879361,1,0.5008
74371#603044#477298,0,0.3449
100431#730486#349856,0,0.2184
618710#492865#587477,0,0.2496
329007#325443#757692,0,0.3213
110649#848157#232185,1,0.7329
255966#1052865#27477,1,0.6661
66651#859261#221081,0,0.2801
5004#1043337#37005,0,0.3697
97734#614916#465426,0,0.3697
477094#73230#1031822,0,0.2289
455697#127086#960753,1,0.651
456005#645732#434610,0,0.3866
575090#858819#221523,1,0.6097
23404#549832#530510,0,0.4459
207084#246665#836331,0,0.1626
381185#469787#610555,1,0.5329
558702#239802#820683,0,0.3931
308509#790070#290272,1,0.7146
18251#948172#132170,0,0.407
277742#231444#851393,0,0.2965
120446#501215#579127,0,0.3342
231558#834459#245883,0,0.3099
341102#390744#689159,0,0.4996
358584#347771#732955,0,0.3033
368128#312562#770579,0,0.1842
317671#354699#725168,0,0.2005
539054#679942#400400,1,0.5257
285679#671877#408465,0,0.2701
375413#568562#511780,1,0.7664
120757#499197#581145,1,0.546
467176#403528#676392,1,0.8015
261599#516176#564166,0,0.3778
434574#585751#494591,0,0.4664
592067#93942#993834,1,0.6826
141695#1038116#42226,0,0.3894
4452#959855#120487,0,0.2731
142480#819107#261235,1,0.5509
444761#894783#185559,0,0.3253
586981#1028687#51655,0,0.486
445434#961127#119215,1,0.6101
578814#809720#270622,0,0.2964
594607#680498#399844,1,0.6005
588887#274771#808252,0,0.3582
596699#357108#722757,0,0.2691
574813#768791#311551,0,0.2609
158865#451614#628747,1,0.933
201880#663648#416694,0,0.298
427040#805306#275036,0,0.2648
314483#2397#997810,0,0.3309
578818#303873#779230,1,0.8655
537068#238920#844089,1,0.5706
325994#872304#208038,0,0.2521
436450#191464#896775,0,0.2877
337640#873241#207101,0,0.4654
236957#173351#914771,0,0.3429
71756#947499#132843,0,0.1904
56912#565175#515167,0,0.3698
179759#232716#850115,1,0.8219
400754#600915#479427,0,0.3955
560455#689330#391012,0,0.2952
164029#561023#519319,0,0.0534
501916#239049#843961,0,0.3189
632261#122642#965176,1,0.5396
544288#492329#588013,1,0.5897
193260#327008#756122,0,0.4396
86542#867979#212363,0,0.4373
244501#1046191#34151,0,0.4208
137964#806062#274280,0,0.1879
241375#1008962#71380,0,0.4907
340149#61369#1043614,0,0.1515
491459#318028#765113,0,0.2516
573399#122942#964878,1,0.6193
65270#732967#347375,1,0.5135
292955#1030364#49978,1,0.6052
560645#178116#910001,1,0.8527
617373#693378#386964,1,0.7681
481348#308933#774190,1,0.5065
288087#330319#750383,0,0.3258
519263#635639#444703,1,0.5505
222169#29167#728657,0,0.3257
560591#483282#597060,1,0.5611
423838#848165#232177,0,0.1826
362586#254050#828945,0,0.4503
489881#529605#550737,0,0.2262
127303#472687#607655,1,0.5464
383657#454033#626311,0,0.2317
583188#49483#1055350,1,0.803
351461#59300#1045676,0,0.2001
245170#504493#575849,1,0.5962
25932#823140#257202,1,0.5337
36321#484253#596089,0,0.3851
83072#413072#666841,0,0.4948
160979#691563#388779,1,0.7038
93488#464986#615356,0,0.0855
397355#196435#891823,0,0.3506
633028#262820#820164,1,0.8097
303268#585806#494536,0,0.3543
493924#287292#795778,0,0.471
347578#201963#883277,1,0.8885
392726#607884#472458,0,0.0594
577170#884425#195917,0,0.3674
385573#703875#376467,0,0.4893
223121#799503#280839,0,0.4635
280772#116154#971662,0,0.3371
243465#447662#632687,0,0.4928
311904#490327#590015,0,0.1256
435663#239069#843941,1,0.774
479550#171622#916510,0,0.2767
612454#666465#413877,0,0.3467
556803#806772#273570,0,0.3509
50523#706605#373737,0,0.1726
287423#338862#741781,1,0.7459
285148#323807#759325,1,0.7849
277564#104637#983135,1,0.9358
149480#587449#492893,0,0.4119
154086#507461#572881,0,0.2566
224005#485768#594574,0,0.2983
75947#474974#605368,0,0.4823
260447#840592#239750,1,0.8203
230314#892356#187986,1,0.525
514108#771197#309145,0,0.3753
404336#747653#332689,0,0.4518
177628#993989#86353,0,0.4652
1685#703038#377304,1,0.694
232628#872962#207380,0,0.3883
209171#464541#615801,0,0.0799
226730#549243#531099,0,0.387
230436#128449#959403,1,0.8293
553637#182013#906122,0,0.3537
336228#115862#956751,0,0.3543
389410#442172#638137,0,0.385
58658#139881#948222,1,0.5771
324476#1045039#35303,0,0.4827
166674#728249#352093,0,0.4192
223897#814699#265643,0,0.3033
344975#411702#668217,1,0.812
181321#448429#631927,1,0.5049
288172#99179#988596,1,0.6472
594793#252094#757849,0,0.4025
343831#970958#109384,0,0.1189
633199#364317#715535,1,0.7691
100304#667291#413051,1,0.5611
193894#687666#392676,1,0.6617
373931#208985#873740,1,0.7906
368000#743150#337192,0,0.1314
584504#648750#431592,1,0.7216
606907#673799#406543,0,0.3631
570176#842319#238023,0,0.4207
421478#1068632#11710,1,0.8252
45224#768068#312274,0,0.4086
156017#576780#503562,0,0.102
599741#546630#533712,1,0.5044
178254#533043#547299,0,0.2897
67308#791114#289228,0,0.4279
464280#329508#751191,0,0.2887
610728#870725#209617,1,0.5276
121979#1011398#68944,1,0.7237
198632#184856#903283,0,0.2985
22562#557557#522785,0,0.4693
208809#1008981#71361,0,0.4227
92575#1018906#61436,0,0.3127
243717#588467#491875,0,0.1393
238312#682779#397563,1,0.5666
307815#14797#1001148,0,0.0744
413733#983888#96454,1,0.6759
586498#1062082#18260,1,0.6366
229627#517356#562986,0,0.0856
422435#814183#266159,1,0.6706
311032#27216#884842,0,0.061
416538#70173#1034876,0,0.1221
445984#283610#799443,0,0.2251
396789#838268#242074,0,0.4378
631521#1024758#55584,1,0.5103
144692#441286#639030,1,0.6949
412102#1003061#77281,1,0.5146
279375#536501#543841,0,0.2033
7012#702076#378266,1,0.7485
369221#706214#374128,1,0.5581
197300#204916#880335,1,0.8241
511899#179365#908759,0,0.1953
143618#766029#314313,0,0.4494
617854#458999#621346,0,0.4883
115525#39520#1065573,1,0.535
357315#842903#237439,0,0.1767
480117#366508#713347,0,0.3765
407514#517138#563204,1,0.6008
157482#465049#615293,0,0.1498
190479#1007006#73336,0,0.2131
99892#689993#390349,0,0.1844
386063#96892#990877,0,0.4917
179770#283126#799931,1,0.6362
95840#470099#610243,1,0.5947
27698#543086#537256,0,0.2407
29487#1016928#63414,1,0.6543
461805#480420#599922,0,0.3208
256075#954848#125494,0,0.1182
397295#980623#99719,0,0.4916
300417#945610#134732,0,0.248
593456#191499#896740,0,0.3556
439212#884287#196055,0,0.4215
526927#953321#127021,1,0.5845
563297#734227#346115,1,0.6834
302818#96504#991268,0,0.3845
406750#547151#533191,0,0.3651
409790#1006110#74232,0,0.4325
44721#773316#307026,0,0.1709
130066#665289#415053,0,0.224
43403#781112#299230,0,0.2795
423674#399459#680452,0,0.2554
424714#143039#945061,1,0.6726
17876#950438#129904,0,0.2182
485678#678496#401846,0,0.4134
132378#4513#1010491,0,0.2426
248015#389684#690168,0,0.3571
84249#310334#772806,0,0.311
517731#318416#764721,0,0.1576
520545#694638#385704,0,0.1673
597179#772018#308324,0,0.2787
431274#163323#924796,0,0.0953
378039#450803#629564,1,0.8552
511367#276191#806836,1,0.613
441220#79016#1026136,0,0.343
389974#623943#456399,0,0.0504
16045#18302#1078799,0,0.321
263661#288097#794973,1,0.8681
193804#1044805#35537,1,0.7708
34524#481739#598603,0,0.3862
69992#502756#577586,0,0.4928
277876#1009942#70400,0,0.1922
214509#297805#785300,1,0.5705
414116#254693#828298,1,0.5473
331485#871817#208525,0,0.1995
344743#423929#656051,1,0.8518
410845#387797#692057,1,0.8521
262523#647270#433072,0,0.4541
430942#44455#1060364,0,0.409
552607#806733#273609,0,0.4369
14944#236809#846129,0,0.407
217989#573481#506861,0,0.2213
259607#838461#241881,0,0.3562
380153#251233#831766,1,0.8371
450208#620991#459351,0,0.2861
490188#888261#192081,0,0.2442
545935#1003572#76770,1,0.7086
596208#884112#196230,0,0.2348
593784#753925#326417,1,0.7521
343997#587851#492491,1,0.7905
320129#442323#637983,1,0.5537
225087#239393#843621,0,0.31
212247#875482#204860,1,0.5409
64083#1033680#46662,0,0.1336
193129#595299#485043,0,0.1449
4913#824963#255379,0,0.3855
24747#1013655#66687,0,0.1569
55377#721166#359176,1,0.6013
578699#821541#258801,0,0.2951
495052#117246#970574,1,0.7362
340514#663912#416430,1,0.5474
22098#1079071#1271,1,0.6553
232088#209904#872831,0,0.2453
19703#652473#427869,0,0.4355
193129#595198#485144,0,0.3641
405428#140893#947206,1,0.8585
256011#12252#1000985,0,0.439
582330#448684#631673,1,0.6103
367569#245710#837285,1,0.7178
10982#439162#641143,0,0.1015
582814#190777#897462,1,0.682
240532#246692#836304,0,0.469
173758#538004#542338,0,0.1629
213477#688160#392182,0,0.1116
471893#1060046#20296,0,0.3274
387883#846867#233475,0,0.3171
338446#249183#833817,1,0.5981
362500#997885#82457,0,0.4259
603340#683967#396375,1,0.7135
571078#887200#193142,0,0.0568
601090#681227#399115,0,0.4906
10561#21237#1077246,0,0.471
629002#352961#726911,1,0.8454
265086#1027974#52368,0,0.3607
329521#329641#751058,1,0.7705
26613#438826#641480,1,0.5427
473129#742748#337594,0,0.3833
72053#852156#228186,1,0.7198
257309#946983#133359,0,0.3695
103226#233545#849287,0,0.3001
169458#867883#212459,0,0.4185
334448#718096#362246,0,0.3149
355877#1064193#16149,1,0.5354
360732#553397#526945,1,0.7684
624304#366638#713220,0,0.0852
181692#1051381#28961,0,0.2908
75667#965648#114694,0,0.3797
110690#592700#487642,0,0.3561
439276#743610#336732,0,0.471
272648#563235#517107,0,0.2888
384313#707947#372395,1,0.5055
525626#470215#610127,0,0.3877
566222#192541#895704,1,0.5605
365447#713455#366887,0,0.3066
523231#688598#391744,0,0.1141
624274#877916#202426,0,0.3337
561135#457584#622753,1,0.6922
611896#348077#732659,0,0.4667
212476#98972#988805,1,0.8245
178929#89780#1016821,1,0.5287
382482#245685#837311,1,0.8565
257777#236403#846522,1,0.5034
276242#120391#967433,0,0.3173
396783#1052070#28272,1,0.8145
374769#577024#503318,0,0.4125
565618#480828#599514,0,0.4536
56993#465436#614906,0,0.2554
270887#972048#108294,0,0.3764
291166#603976#476366,0,0.2305
232153#1074141#6201,1,0.6203
105162#116735#971079,1,0.6803
64218#1031774#48568,1,0.6319
376955#973480#106862,0,0.3996
452246#471834#608508,0,0.238
583504#870834#209508,0,0.3288
573708#368787#711072,0,0.4606
247464#535083#545259,0,0.1138
309942#25013#1002280,0,0.1901
569228#1036329#44013,1,0.6379
67147#842165#238177,0,0.2077
116312#236738#846198,0,0.2685
250437#668897#411445,0,0.2094
89070#699466#380876,0,0.4895
57510#547228#533114,0,0.0817
236179#748076#332266,1,0.7866
192811#548474#531868,0,0.2516
117331#789393#290949,0,0.4396
315071#21318#884464,0,0.0198
444634#51013#1053898,1,0.5582
342729#1077927#2415,1,0.6979
292311#742200#338142,0,0.283
253017#985703#94639,0,0.4989
614910#1035191#45151,0,0.3157
87359#309364#773760,0,0.4535
139908#969301#111041,1,0.7612
121087#960498#119844,0,0.4659
527110#664144#416198,1,0.6204
319362#442501#637806,0,0.3666
485108#423257#656726,1,0.8868
91567#92809#994959,1,0.5893
260756#217670#865102,0,0.4151
264400#293554#789526,0,0.3412
428971#533#997489,1,0.7633
375819#999027#81315,0,0.2423
569467#516579#563763,0,0.3752
310876#1053654#26688,1,0.7016
104289#135408#952685,0,0.3868
62856#978218#102124,0,0.4099
166103#381615#698238,0,0.4485
357824#772181#308161,1,0.5787
304952#179540#908579,0,0.4008
495810#758199#322143,0,0.2431
383382#891907#188435,0,0.331
341157#304013#779092,1,0.6287
540888#423270#656712,1,0.6412
511430#260205#822776,0,0.3722
492243#947003#133339,0,0.3137
90546#430928#649105,1,0.5395
191261#812894#267448,0,0.346
244320#821748#258594,1,0.614
180511#410951#668972,0,0.3638
171145#785524#294818,0,0.323
410859#491359#588983,0,0.067
423206#687407#392935,1,0.5314
304702#1037721#42621,0,0.3797
344624#74464#1030585,0,0.4042
360895#51005#1053906,0,0.3282
575249#291007#792051,1,0.6866
628076#895298#185044,0,0.2235
165464#168433#919700,0,0.2753
123222#692727#387615,0,0.3567
65557#989149#91193,0,0.4953
336036#1004942#75400,0,0.3233
119843#875237#205105,0,0.1952
98690#384913#694944,1,0.6872
32565#873260#207082,0,0.3406
231374#804000#276342,0,0.2491
115676#512061#568281,0,0.3537
62444#689799#390543,0,0.3663
288125#143438#944665,0,0.3869
343257#285216#797843,0,0.385
308276#32960#876356,0,0.0743
511362#342045#738613,1,0.6459
472506#824416#255926,0,0.3137
4916#559136#521206,0,0.3211
35782#700974#379368,0,0.2501
572264#645891#434451,0,0.2961
1077#521684#558658,0,0.2645
40798#537860#542482,0,0.1149
296875#115617#992827,1,0.537
199358#368937#710919,0,0.1259
566331#369906#709947,0,0.4434
341293#912707#167635,0,0.4993
305096#817202#263140,0,0.4374
198629#237392#845572,0,0.2599
273681#275253#807775,0,0.4805
343997#587882#492460,0,0.4295
510910#795358#284984,0,0.3617
560646#652991#427351,0,0.4039
502274#9469#1006099,0,0.036
13286#445296#635035,0,0.4112
128266#1015246#65096,0,0.3746
170439#753415#326927,1,0.538
629211#403941#675978,0,0.3587
431954#528080#552262,0,0.2981
329974#888721#191621,0,0.3031
549383#228759#854074,0,0.4167
339088#144909#943190,1,0.5816
103228#758087#322255,0,0.3961
215373#738943#341399,0,0.2795
187782#133746#954253,0,0.4629
288096#779559#300783,0,0.3126
14969#737825#342517,0,0.2398
152570#1059881#20461,0,0.1492
314686#20526#1004449,0,0.3776
460030#423747#656235,1,0.9213
510216#869146#211196,1,0.5356
542464#491927#588415,0,0.159
621913#38022#1067061,0,0.3428
625003#468752#611590,0,0.3075
312780#14400#1072458,0,0.1247
483788#703636#376706,1,0.5827
156258#743941#336401,0,0.2432
236100#781278#299064,1,0.6258
139542#817296#263046,0,0.182
144546#817286#263056,0,0.4091
293466#1033349#46993,0,0.2833
335712#117274#970546,1,0.7454
394474#509924#570418,1,0.5107
594841#1019232#61110,1,0.5466
557237#40551#1065917,0,0.4101
363455#474612#605730,0,0.3316
29029#497691#582651,0,0.4919
604361#246568#836427,1,0.7954
475178#5912#1001638,1,0.6094
95289#117472#970348,1,0.8477
624319#982032#98310,0,0.4187
77894#713758#366584,0,0.3736
433171#979945#100397,0,0.2271
159583#586575#493767,0,0.1058
155067#1053845#26497,1,0.7783
138721#103719#984053,1,0.6812
68062#697687#382655,1,0.5253
89253#460032#620309,0,0.471
291971#90964#996756,0,0.4286
412688#388647#691212,1,0.7116
490297#768591#311751,1,0.6813
87408#338244#742394,0,0.3459
315715#10900#1003897,0,0.2362
572836#283352#799704,1,0.8076
539971#1022394#57948,0,0.184
528335#349141#731608,1,0.5498
314130#8273#1013185,0,0.0922
383212#119537#968291,1,0.8606
38498#455820#624515,0,0.2722
61099#652115#428227,1,0.7071
114605#1057291#23051,0,0.298
532669#382412#697441,1,0.7477
259429#756756#323586,0,0.077
91708#666503#413839,0,0.4822
419852#714890#365452,0,0.4115
482353#626034#454308,0,0.3298
179417#524333#556009,1,0.5326
609581#155739#932361,0,0.3563
440816#881723#198619,0,0.4509
105295#770241#310101,0,0.4539
149480#945110#135232,1,0.6422
491424#866774#213568,0,0.4523
142145#706905#373437,0,0.2018
333769#900555#179787,0,0.3054
382649#739811#340531,1,0.5801
299549#1013798#66544,0,0.278
377366#1040947#39395,1,0.6983
127574#87267#1017996,1,0.5403
261999#530264#550078,1,0.6317
368183#868328#212014,1,0.7224
290513#262430#820554,0,0.3846
557358#187095#901053,0,0.2616
525647#517959#562383,0,0.077
123985#142737#945360,0,0.0604
183535#819159#261183,0,0.495
193245#606727#473615,0,0.1336
469900#644401#435941,0,0.3064
64832#1031309#49033,1,0.5752
605783#1017266#63076,0,0.1641
393876#218688#864091,0,0.3185
601413#538449#541893,0,0.3824
589686#554236#526106,0,0.3831
110199#557222#523120,0,0.3005
17943#636468#443874,0,0.3881
277068#655598#424744,1,0.6055
536879#395657#684251,1,0.7594
461652#16325#1080546,1,0.817
613039#118763#969068,0,0.3025
607555#152813#935287,1,0.699
576922#687174#393168,0,0.4456
113621#563824#516518,1,0.527
316709#9758#1001026,0,0.1213
319224#3033#1006436,0,0.4666
501744#545876#534466,0,0.1803
37551#601603#478739,0,0.2814
229996#12210#1003440,1,0.5315
106125#404910#675013,0,0.4994
26042#786778#293564,0,0.1657
217747#292865#790208,0,0.4603
473441#1051978#28364,0,0.4431
551301#775607#304735,1,0.7022
497458#832578#247764,1,0.5147
196977#210818#871930,1,0.5665
402985#978623#101719,1,0.6235
595042#1019495#60847,0,0.4906
22514#879103#201239,0,0.4074
261948#886762#193580,0,0.1547
140057#840720#239622,1,0.6274
221455#1056465#23877,0,0.1127
422611#306302#776811,1,0.5626
492668#60253#1044725,1,0.591
395859#402863#677057,1,0.5853
628099#413374#666541,1,0.579
393157#323847#759285,0,0.1715
564179#977965#102377,0,0.4048
208781#37384#1067676,0,0.4406
49103#378387#701470,1,0.7741
192030#833919#246423,0,0.3568
262943#1071481#8861,1,0.7134
313425#24967#753636,0,0.0588
483197#765565#314777,0,0.4203
315740#833096#247246,0,0.0606
510679#700437#379905,0,0.2523
